1.2930090919187853E-12,1.9513493125611716E-13,8.597706399987605E-17
1.908799141952251E-8,1.5839754514150103E-8,1.2871835462462297E-8
7.252576007902047E-8,6.303599510557321E-8,5.4569071162110185E-8
1.5811090226013022E-7,1.416522755716654E-7,1.2619556581567395E-7
2.7708137043150864E-7,2.517845065650723E-7,2.2841910058241943E-7
4.280113993051266E-7,3.931705020694833E-7,3.588395559314266E-7
6.128761359825718E-7,5.658771238579864E-7,5.209218151935659E-7
8.282586108775023E-7,7.701492607992318E-7,7.120332669514327E-7
1.0762343290656767E-6,1.0056829844826865E-6,9.352739946948556E-7
1.3601899433884366E-6,1.2732270071630015E-6,1.1908026388690098E-6
1.6713661686238564E-6,1.5716942746269004E-6,1.4775981845206824E-6
2.0161945037986313E-6,1.9013068567887952E-6,1.7885265556022171E-6
2.3946811023267163E-6,2.262575341076168E-6,2.140201695703851E-6
2.8066215942529153E-6,2.656162181477364E-6,2.5148655603747933E-6
3.247296461694081E-6,3.080421544956352E-6,2.919989219655771E-6
3.7189286139268544E-6,3.5353408447726438E-6,3.3590234376578233E-6
4.2288790567418676E-6,4.022263157217762E-6,3.826129906588071E-6
4.7620463234199165E-6,4.540429080989529E-6,4.324712254870675E-6
5.331034419852312E-6,5.089977716422733E-6,4.8487966064547184E-6
5.935154013494425E-6,5.6704102575863156E-6,5.408814395033835E-6
6.5681102779835016E-6,6.282446927610463E-6,6.006144822479079E-6
7.2330965628401324E-6,6.9262254262892E-6,6.634600516490902E-6
7.931019592817277E-6,7.60186854937294E-6,7.282106858064433E-6
8.652891172510081E-6,8.308568860997913E-6,7.964280170613138E-6
9.422484829274588E-6,9.047760792190375E-6,8.682094212773761E-6
1.0215871118138635E-5,9.817658899644092E-6,9.43002141834695E-6
1.1039420666635471E-5,1.061881654492469E-5,1.0197462682425151E-5
1.1878555082391203E-5,1.1450689924932806E-5,1.1011400617381096E-5
1.2773823792741987E-5,1.2315079821215675E-5,1.1857393429934866E-5
1.3699566575858116E-5,1.3209912375426395E-5,1.2731300816265486E-5
1.4646086742066688E-5,1.413683388298773E-5,1.3630740465799641E-5
1.561733601873308E-5,1.5094725803829159E-5,1.4564243938545473E-5
1.6648244244264717E-5,1.6084459600918982E-5,1.5524871823558037E-5
1.768213621065433E-5,1.7107496046542987E-5,1.65252646774787E-5
1.8773813621937227E-5,1.816182374784471E-5,1.754419739908639E-5
1.9887044066927822E-5,1.924538371652395E-5,1.8609772272078654E-5
2.103687416236989E-5,2.0360146507971687E-5,1.9694412818954515E-5
2.2213554346990202E-5,2.1506444229956298E-5,2.080328623532618E-5
2.3414782157257205E-5,2.2682892719669598E-5,2.1960191520354026E-5
2.4638703379596558E-5,2.3893060157462955E-5,2.3134032660317128E-5
2.5906916475849186E-5,2.5132030182612438E-5,2.436578742696084E-5
2.7223576529094132E-5,2.6403381688048112E-5,2.5595970693978307E-5
2.8543764224029326E-5,2.7706821040370127E-5,2.68887838097657E-5
2.9903143505827625E-5,2.904151192616011E-5,2.8182915362135006E-5
3.130347024912817E-5,3.0407751963910836E-5,2.951595448401024E-5
3.274034093944134E-5,3.180456207034392E-5,3.088074301953568E-5
3.419013836559893E-5,3.3231861107108606E-5,3.22556555128253E-5
3.5679494827256185E-5,3.469387398765465E-5,3.368237299699514E-5
3.7200234652913626E-5,3.618453441979794E-5,3.516175560500457E-5
3.8759346608381115E-5,3.7709284311436625E-5,3.663470599544635E-5
4.0351612929455475E-5,3.926351025390438E-5,3.8173647438259135E-5
4.19694436548131E-5,4.084953974842938E-5,3.972139364889878E-5
4.362376523412838E-5,4.246755598988778E-5,4.129766183435825E-5
4.532651012955577E-5,4.411994697063807E-5,4.2908599437428626E-5
4.702848414399497E-5,4.580257265323027E-5,4.456668221645508E-5
4.8787137356256834E-5,4.7517148400347863E-5,4.626808071177705E-5
5.0589098022893655E-5,4.9261872319514435E-5,4.7987547043219744E-5
5.239436517520251E-5,5.1034432551801505E-5,4.972887110185785E-5
5.42262473353573E-5,5.28412240952007E-5,5.149495253998863E-5
5.608561588578051E-5,5.467728967703275E-5,5.327965753804764E-5
5.795234354429604E-5,5.654457649277223E-5,5.5102730835878986E-5
5.991076500261753E-5,5.844618330417021E-5,5.697401229490106E-5
6.188907815615314E-5,6.037628729615137E-5,5.887461212770623E-5
6.391126091008227E-5,6.234135078078718E-5,6.079284795089551E-5
6.591889005068111E-5,6.433603449287862E-5,6.275877555439639E-5
6.802891658825085E-5,6.636231128819266E-5,6.475288919558983E-5
7.009324118910404E-5,6.841903767474486E-5,6.676987745571738E-5
7.223884279379132E-5,7.05094038980121E-5,6.880128232283195E-5
7.439112110161112E-5,7.262915481159269E-5,7.088365489908882E-5
7.65802769263107E-5,7.477920773548728E-5,7.299988783561392E-5
7.876099101356307E-5,7.696267418758155E-5,7.515631333563521E-5
8.104370080304071E-5,7.917884974325098E-5,7.729445160816574E-5
8.332555725936072E-5,8.14272821887313E-5,7.953661845759502E-5
8.565132684423337E-5,8.370625740036056E-5,8.174054206436372E-5
8.796621606440578E-5,8.601641621254663E-5,8.401574386955662E-5
9.035594201565877E-5,8.835359681895196E-5,8.63305024551119E-5
9.274257432524688E-5,9.072243381755136E-5,8.868381743991366E-5
9.521762939387126E-5,9.312492917543767E-5,9.105316778308597E-5
